rms,mean,std,variance,max,min,peak_to_peak,kurtosis,crest_factor,dominant_frequency,spectral_energy,label
0.26431,0.015715,0.263843,0.069613,0.762203,-0.617389,1.379592,2.40426,2.883745,48.83,0.052289,ANOMALY
0.276989,0.024623,0.275893,0.076117,1.000895,-0.617118,1.618013,2.746187,3.613481,48.83,0.058002,ANOMALY
0.265948,0.016924,0.265409,0.070442,0.887777,-0.566427,1.454204,2.52144,3.338156,48.83,0.053767,ANOMALY
0.269917,0.023378,0.268902,0.072308,0.949822,-0.618019,1.567841,2.566958,3.518946,48.83,0.053377,ANOMALY
0.282302,0.022873,0.281374,0.079171,1.099177,-0.625299,1.724476,3.111678,3.893618,48.83,0.059215,ANOMALY
0.284794,0.025756,0.283627,0.080444,1.081492,-0.587792,1.669284,3.023316,3.797453,48.83,0.059886,ANOMALY
0.276211,0.029724,0.274607,0.075409,0.980365,-0.588706,1.56907,2.700781,3.549338,48.83,0.058162,ANOMALY
0.268247,0.019648,0.267527,0.071571,0.993996,-0.664859,1.658855,2.598222,3.705519,48.83,0.054937,ANOMALY
0.277994,0.021818,0.277137,0.076805,0.969562,-0.629138,1.5987,2.708068,3.487707,48.83,0.05751,ANOMALY
0.271078,0.021677,0.27021,0.073013,0.854874,-0.587132,1.442006,2.541576,3.153606,48.83,0.054595,ANOMALY
0.264262,0.014821,0.263846,0.069615,0.784221,-0.689189,1.47341,2.349926,2.967593,48.83,0.052584,ANOMALY
0.273629,0.022159,0.272731,0.074382,1.004188,-0.645322,1.64951,2.778068,3.669884,48.83,0.056523,ANOMALY
0.266205,0.017551,0.265626,0.070557,0.850104,-0.635655,1.485758,2.316253,3.193413,48.83,0.051566,ANOMALY
0.265866,0.017166,0.265312,0.07039,0.814426,-0.641347,1.455773,2.449822,3.06329,48.83,0.054333,ANOMALY
0.272028,0.02356,0.271006,0.073444,0.937036,-0.652649,1.589686,2.623087,3.444634,48.83,0.058949,ANOMALY
0.282827,0.025418,0.281683,0.079345,1.025577,-0.596347,1.621924,3.028312,3.62616,48.83,0.06059,ANOMALY
0.278464,0.024808,0.277357,0.076927,1.067453,-0.600355,1.667809,2.876307,3.83336,48.83,0.061126,ANOMALY
0.266819,0.014164,0.266443,0.070992,0.877179,-0.631042,1.508221,2.412523,3.287539,48.83,0.055056,ANOMALY
0.285813,0.030338,0.284198,0.080769,1.07712,-0.623731,1.700851,2.977348,3.768616,48.83,0.060417,ANOMALY
0.281632,0.02387,0.280619,0.078747,1.105133,-0.65606,1.761192,2.993626,3.924031,48.83,0.060635,ANOMALY
0.274941,0.025519,0.273754,0.074941,0.97177,-0.642823,1.614593,2.666378,3.53447,48.83,0.056692,ANOMALY
0.270704,0.019548,0.269997,0.072898,0.819036,-0.605713,1.424749,2.496543,3.025577,48.83,0.055931,ANOMALY
0.265191,0.014606,0.264789,0.070113,0.905093,-0.603691,1.508784,2.489258,3.41298,48.83,0.052834,ANOMALY
0.272069,0.021453,0.271222,0.073561,1.011242,-0.635674,1.646916,2.741415,3.716853,48.83,0.053754,ANOMALY
0.266456,0.018676,0.2658,0.07065,0.830218,-0.622388,1.452605,2.398274,3.11578,48.83,0.053505,ANOMALY
0.260866,0.015524,0.260404,0.06781,0.820156,-0.633067,1.453224,2.429272,3.143971,48.83,0.050995,ANOMALY
0.274297,0.022382,0.273382,0.074738,0.972979,-0.634747,1.607727,2.726218,3.547176,48.83,0.056103,ANOMALY
0.27973,0.028994,0.278223,0.077408,1.052357,-0.672893,1.72525,2.804817,3.76205,48.83,0.057787,ANOMALY
0.272798,0.022096,0.271902,0.073931,0.929308,-0.596682,1.52599,2.476553,3.406574,48.83,0.056514,ANOMALY
0.271691,0.021324,0.270852,0.073361,0.934943,-0.605026,1.539969,2.579639,3.441206,48.83,0.055066,ANOMALY
0.270693,0.020028,0.269951,0.072874,1.013422,-0.620017,1.63344,2.696135,3.743804,48.83,0.054615,ANOMALY
0.276228,0.023305,0.275243,0.075759,0.998933,-0.640972,1.639905,2.725342,3.616333,48.83,0.056688,ANOMALY
0.278242,0.023509,0.277248,0.076866,1.066124,-0.592391,1.658515,2.822486,3.831636,48.83,0.058681,ANOMALY
0.272261,0.020405,0.271495,0.07371,0.884627,-0.597277,1.481905,2.624155,3.249191,48.83,0.054698,ANOMALY
0.272864,0.020464,0.272096,0.074036,1.042668,-0.593286,1.635955,2.818708,3.821201,48.83,0.056641,ANOMALY
0.273349,0.0208,0.272557,0.074287,0.949679,-0.620565,1.570244,2.651581,3.474236,48.83,0.055261,ANOMALY
0.286171,0.025755,0.28501,0.081231,1.073017,-0.622512,1.695529,2.896819,3.749562,48.83,0.063028,ANOMALY
0.274698,0.02504,0.273554,0.074832,0.988581,-0.616887,1.605468,2.696682,3.598794,48.83,0.058105,ANOMALY
0.279897,0.027745,0.278519,0.077573,1.115335,-0.622239,1.737574,3.08405,3.984799,48.83,0.058256,ANOMALY
0.27932,0.026083,0.2781,0.07734,1.084163,-0.596697,1.68086,2.862214,3.881432,48.83,0.060528,ANOMALY
0.274104,0.021304,0.273275,0.074679,0.980148,-0.578063,1.558211,2.721036,3.575823,48.83,0.056036,ANOMALY
0.266117,0.017619,0.265534,0.070508,0.883697,-0.620003,1.5037,2.437945,3.320702,48.83,0.053407,ANOMALY
0.280703,0.026574,0.279442,0.078088,1.028591,-0.671989,1.70058,2.796647,3.664338,48.83,0.058972,ANOMALY
0.272651,0.021942,0.271767,0.073857,1.013722,-0.61101,1.624733,2.756508,3.718016,48.83,0.057062,ANOMALY
0.279191,0.021085,0.278394,0.077503,1.064783,-0.60234,1.667123,2.928905,3.81381,48.83,0.059929,ANOMALY
0.269944,0.020255,0.269183,0.07246,0.89865,-0.625335,1.523986,2.544828,3.329022,48.83,0.055137,ANOMALY
0.274848,0.02324,0.273864,0.075001,0.912936,-0.608647,1.521583,2.539676,3.321604,48.83,0.058638,ANOMALY
0.283347,0.0262,0.282133,0.079599,1.186267,-0.65775,1.844017,3.18134,4.186627,48.83,0.061581,ANOMALY
0.266656,0.019762,0.265923,0.070715,0.903894,-0.624641,1.528535,2.619279,3.389736,48.83,0.055561,ANOMALY
0.271539,0.018423,0.270913,0.073394,0.86132,-0.636821,1.498141,2.48745,3.171993,48.83,0.055669,ANOMALY
0.284959,0.026984,0.283679,0.080474,1.111573,-0.608046,1.719619,3.240419,3.90081,48.83,0.061869,ANOMALY
0.278281,0.02413,0.277233,0.076858,0.974,-0.586453,1.560454,2.621384,3.500057,48.83,0.057185,ANOMALY
0.268762,0.019404,0.268061,0.071856,0.816481,-0.608574,1.425055,2.448633,3.037933,48.83,0.055784,ANOMALY
0.276346,0.021877,0.275479,0.075888,1.060032,-0.601728,1.66176,2.776574,3.83589,48.83,0.058066,ANOMALY
0.27099,0.022823,0.270027,0.072915,0.96301,-0.605869,1.568879,2.517899,3.55367,48.83,0.054786,ANOMALY
0.280134,0.027159,0.278814,0.077737,0.973686,-0.581218,1.554904,2.794154,3.475789,48.83,0.06029,ANOMALY
0.277189,0.023949,0.276153,0.07626,1.095224,-0.589353,1.684576,2.795954,3.951176,48.83,0.057527,ANOMALY
0.272154,0.018988,0.271491,0.073707,0.985199,-0.597474,1.582673,2.523091,3.620007,48.83,0.056005,ANOMALY
0.280839,0.025117,0.279713,0.07824,1.108067,-0.653803,1.76187,3.026948,3.945561,48.83,0.058611,ANOMALY
0.267638,0.01809,0.267026,0.071303,0.909404,-0.62738,1.536784,2.488158,3.397891,48.83,0.052852,ANOMALY
0.278616,0.026505,0.277352,0.076924,0.996191,-0.602064,1.598255,2.853057,3.5755,48.83,0.058275,ANOMALY
0.267442,0.020316,0.266669,0.071113,0.884708,-0.589598,1.474306,2.449196,3.308035,48.83,0.053962,ANOMALY
0.265619,0.013326,0.265284,0.070376,0.789009,-0.678639,1.467649,2.416117,2.970458,48.83,0.054008,ANOMALY
0.275427,0.02252,0.274505,0.075353,1.066392,-0.625163,1.691555,2.849376,3.871777,48.83,0.059922,ANOMALY
0.27299,0.01961,0.272285,0.074139,0.977218,-0.608324,1.585542,2.707754,3.579685,48.83,0.054592,ANOMALY
0.275393,0.017738,0.274821,0.075527,0.903897,-0.608668,1.512564,2.54276,3.282208,48.83,0.056878,ANOMALY
0.282492,0.023943,0.281475,0.079228,1.193874,-0.582264,1.776138,3.310317,4.226226,48.83,0.058806,ANOMALY
0.276686,0.025468,0.275511,0.075906,1.033591,-0.591282,1.624873,2.830844,3.735615,48.83,0.056399,ANOMALY
0.26557,0.01663,0.265049,0.070251,0.879035,-0.624747,1.503782,2.387419,3.309994,48.83,0.052672,ANOMALY
0.280312,0.024885,0.279205,0.077956,1.119972,-0.587384,1.707356,3.011089,3.995447,48.83,0.059122,ANOMALY
0.266823,0.018967,0.266148,0.070834,0.9807,-0.646918,1.627618,2.545865,3.675477,48.83,0.054407,ANOMALY
0.280468,0.027092,0.279157,0.077928,1.149281,-0.621779,1.771061,2.995558,4.097723,48.83,0.058907,ANOMALY
0.264825,0.015569,0.264367,0.06989,0.889697,-0.565437,1.455134,2.427016,3.359562,48.83,0.053645,ANOMALY
0.273789,0.023137,0.27281,0.074425,0.974499,-0.67475,1.649249,2.717811,3.559307,48.83,0.056315,ANOMALY
0.273603,0.022202,0.272701,0.074366,0.943976,-0.690561,1.634537,2.578589,3.450167,48.83,0.057278,ANOMALY
0.287341,0.027877,0.285985,0.081788,1.134323,-0.594464,1.728786,3.323594,3.947655,48.83,0.062168,ANOMALY
0.271937,0.020252,0.271181,0.073539,1.03205,-0.606335,1.638385,2.621862,3.795188,48.83,0.056942,ANOMALY
0.269963,0.020178,0.269208,0.072473,0.973342,-0.655647,1.628989,2.639176,3.605462,48.83,0.055983,ANOMALY
0.282763,0.028395,0.281334,0.079149,1.067016,-0.610601,1.677616,2.962578,3.773532,48.83,0.0602,ANOMALY
0.275708,0.022104,0.27482,0.075526,0.934398,-0.588057,1.522456,2.640067,3.389093,48.83,0.056362,ANOMALY
0.268128,0.016419,0.267625,0.071623,0.87648,-0.609661,1.486141,2.456577,3.268882,48.83,0.05476,ANOMALY
0.277923,0.023459,0.276931,0.076691,0.922808,-0.67749,1.600297,2.583759,3.320372,48.83,0.058919,ANOMALY
0.268786,0.020268,0.268021,0.071835,1.000148,-0.576154,1.576303,2.651637,3.720987,48.83,0.054736,ANOMALY
0.277254,0.025613,0.276068,0.076214,1.087539,-0.604705,1.692244,3.068057,3.922538,48.83,0.057121,ANOMALY
0.280503,0.024551,0.279426,0.078079,1.204088,-0.600167,1.804255,3.099154,4.292607,48.83,0.056348,ANOMALY
0.281608,0.025951,0.28041,0.07863,1.075609,-0.702521,1.77813,3.052362,3.819519,48.83,0.057998,ANOMALY
0.272808,0.021035,0.271996,0.073982,0.994502,-0.618153,1.612656,2.631667,3.645431,48.83,0.056465,ANOMALY
0.267198,0.014082,0.266827,0.071197,0.824166,-0.607346,1.431511,2.420114,3.084471,48.83,0.053314,ANOMALY
0.268437,0.016155,0.26795,0.071797,0.964986,-0.629856,1.594842,2.597071,3.594835,48.83,0.053561,ANOMALY
0.266075,0.018016,0.265464,0.070471,0.858404,-0.648758,1.507162,2.448757,3.226179,48.83,0.053144,ANOMALY
0.266931,0.015367,0.266489,0.071016,0.808959,-0.587413,1.396372,2.442578,3.030589,48.83,0.053664,ANOMALY
0.277248,0.024348,0.276177,0.076274,1.009731,-0.65397,1.663701,2.808028,3.641971,48.83,0.055001,ANOMALY
0.271588,0.020065,0.270845,0.073357,1.086406,-0.615412,1.701817,2.640584,4.000203,48.83,0.055565,ANOMALY
0.266338,0.017995,0.265729,0.070612,0.906732,-0.655053,1.561785,2.487084,3.404446,48.83,0.053067,ANOMALY
0.276308,0.024913,0.275183,0.075726,1.014676,-0.606079,1.620755,2.752941,3.672261,48.83,0.059202,ANOMALY
0.274466,0.023174,0.273486,0.074795,1.047641,-0.649142,1.696783,2.727379,3.817018,48.83,0.056106,ANOMALY
0.274887,0.024038,0.273834,0.074985,1.006126,-0.602889,1.609015,2.713792,3.660144,48.83,0.056141,ANOMALY
0.26334,0.016116,0.262846,0.069088,0.761887,-0.64439,1.406277,2.340437,2.893171,48.83,0.052269,ANOMALY
0.272597,0.020667,0.271812,0.073882,1.015521,-0.667071,1.682592,2.604744,3.725361,48.83,0.055303,ANOMALY
0.270216,0.021314,0.269374,0.072563,1.017642,-0.606763,1.624405,2.794903,3.766029,48.83,0.05371,ANOMALY
0.287962,0.031366,0.286249,0.081938,1.212299,-0.631894,1.844193,3.289321,4.20992,48.83,0.061911,ANOMALY
0.280775,0.026809,0.279492,0.078116,1.079366,-0.631393,1.710759,2.872007,3.844244,48.83,0.059016,ANOMALY
0.270614,0.024606,0.269493,0.072626,0.971449,-0.650744,1.622193,2.61988,3.589801,48.83,0.055031,ANOMALY
0.269249,0.018636,0.268603,0.072148,0.939698,-0.645709,1.585408,2.495503,3.490077,48.83,0.052171,ANOMALY
0.271087,0.019687,0.270372,0.073101,0.877914,-0.629741,1.507655,2.483217,3.238489,48.83,0.055894,ANOMALY
0.272336,0.024634,0.27122,0.07356,1.0068,-0.608895,1.615695,2.606709,3.696905,48.83,0.054725,ANOMALY
0.286909,0.029914,0.285346,0.081422,1.071678,-0.598693,1.670371,3.043054,3.735247,48.83,0.065238,ANOMALY
0.276536,0.02223,0.275641,0.075978,0.927865,-0.651915,1.579779,2.648273,3.355314,48.83,0.057673,ANOMALY
0.266369,0.017109,0.265819,0.07066,0.842122,-0.624145,1.466267,2.396417,3.161484,48.83,0.053624,ANOMALY
0.278182,0.023222,0.277211,0.076846,1.056171,-0.645437,1.701608,2.867399,3.796685,48.83,0.059447,ANOMALY
0.272714,0.02067,0.27193,0.073946,1.032657,-0.63192,1.664577,2.823114,3.786588,48.83,0.056549,ANOMALY
0.269783,0.016627,0.26927,0.072506,0.89842,-0.643583,1.542003,2.573609,3.330164,48.83,0.054424,ANOMALY
0.264352,0.016,0.263867,0.069626,0.86705,-0.621297,1.488347,2.424814,3.279907,48.83,0.053305,ANOMALY
0.271157,0.01939,0.270463,0.07315,1.091523,-0.608169,1.699693,2.720279,4.025424,48.83,0.05501,ANOMALY
0.261181,0.015745,0.260706,0.067967,0.794674,-0.61394,1.408614,2.379467,3.042621,48.83,0.052027,ANOMALY
0.263099,0.017411,0.262522,0.068918,0.859982,-0.653131,1.513113,2.532268,3.268668,48.83,0.052991,ANOMALY
0.266396,0.015189,0.265962,0.070736,0.904652,-0.639972,1.544624,2.414747,3.395895,48.83,0.053942,ANOMALY
0.279123,0.023088,0.278167,0.077377,1.014645,-0.648716,1.663362,2.855075,3.635116,48.83,0.060692,ANOMALY
0.266611,0.017874,0.266011,0.070762,0.88079,-0.641766,1.522557,2.369068,3.303654,48.83,0.053508,ANOMALY
0.265071,0.015291,0.264629,0.070029,0.859566,-0.588422,1.447988,2.363582,3.242778,48.83,0.052598,ANOMALY
0.282181,0.025032,0.281069,0.079,1.125148,-0.64298,1.768128,2.965221,3.987326,48.83,0.060795,ANOMALY
0.264548,0.01787,0.263943,0.069666,0.850013,-0.609945,1.459958,2.501614,3.213081,48.83,0.052836,ANOMALY
0.289564,0.034708,0.287476,0.082643,1.195138,-0.567896,1.763034,3.217676,4.127372,48.83,0.063848,ANOMALY
0.269197,0.019017,0.268525,0.072105,0.867613,-0.610459,1.478072,2.489572,3.222967,48.83,0.054428,ANOMALY
0.271984,0.021526,0.27113,0.073512,0.875895,-0.591961,1.467856,2.555129,3.220395,48.83,0.056189,ANOMALY
0.268798,0.020969,0.267979,0.071813,0.859171,-0.639051,1.498222,2.47074,3.196345,48.83,0.053734,ANOMALY
0.270858,0.018812,0.270204,0.07301,0.915145,-0.61037,1.525515,2.686086,3.37869,48.83,0.056521,ANOMALY
0.267446,0.018847,0.266781,0.071172,0.879806,-0.641407,1.521213,2.455588,3.289657,48.83,0.053327,ANOMALY
0.26507,0.016598,0.26455,0.069987,0.765661,-0.688744,1.454405,2.406737,2.888525,48.83,0.051869,ANOMALY
0.279648,0.024271,0.278593,0.077614,1.136427,-0.634221,1.770648,2.93744,4.063777,48.83,0.060221,ANOMALY
0.284763,0.028856,0.283297,0.080257,1.132989,-0.626411,1.7594,3.076082,3.978708,48.83,0.05961,ANOMALY
0.275346,0.021969,0.274469,0.075333,1.007361,-0.626439,1.6338,2.609786,3.658522,48.83,0.056481,ANOMALY
0.273271,0.020418,0.272508,0.07426,0.956789,-0.593934,1.550723,2.584647,3.50124,48.83,0.0544,ANOMALY
0.279862,0.021316,0.279049,0.077869,1.061421,-0.582328,1.643749,2.911284,3.792655,48.83,0.058589,ANOMALY
0.276639,0.027399,0.275279,0.075778,0.935522,-0.612015,1.547537,2.706924,3.381742,48.83,0.057626,ANOMALY
0.267767,0.017197,0.267214,0.071403,0.864892,-0.595802,1.460694,2.488947,3.230019,48.83,0.05267,ANOMALY
0.267328,0.019485,0.266617,0.071085,0.925592,-0.583467,1.509059,2.475476,3.462378,48.83,0.053598,ANOMALY
0.267939,0.01529,0.267502,0.071557,0.903285,-0.611249,1.514534,2.414698,3.371235,48.83,0.055093,ANOMALY
0.265581,0.015413,0.265133,0.070295,0.908255,-0.650807,1.559062,2.492124,3.419884,48.83,0.05346,ANOMALY
0.265192,0.01628,0.264692,0.070062,0.81375,-0.600311,1.414061,2.419907,3.06853,48.83,0.052896,ANOMALY
0.27187,0.019615,0.271161,0.073528,0.982929,-0.60119,1.584119,2.731433,3.615438,48.83,0.055014,ANOMALY
0.265191,0.015972,0.264709,0.070071,0.805385,-0.640024,1.445409,2.481778,3.037001,48.83,0.052779,ANOMALY
0.266737,0.017176,0.266183,0.070853,0.859761,-0.649377,1.509137,2.450109,3.223256,48.83,0.052942,ANOMALY
0.264752,0.017668,0.264162,0.069782,0.725533,-0.662759,1.388292,2.328257,2.740423,48.83,0.052548,ANOMALY
0.268229,0.019079,0.26755,0.071583,0.971547,-0.609267,1.580813,2.554109,3.622074,48.83,0.054979,ANOMALY
0.268622,0.0191,0.267942,0.071793,1.028135,-0.57999,1.608125,2.569929,3.827439,48.83,0.055068,ANOMALY
0.284885,0.024304,0.283846,0.080569,1.128559,-0.599813,1.728372,3.079871,3.961461,48.83,0.059021,ANOMALY
0.266087,0.017211,0.26553,0.070506,0.879928,-0.636257,1.516185,2.543921,3.306922,48.83,0.052893,ANOMALY
0.271903,0.023978,0.270844,0.073356,0.932442,-0.612227,1.544669,2.566126,3.429321,48.83,0.055632,ANOMALY
0.267563,0.018008,0.266956,0.071266,0.851047,-0.64054,1.491588,2.490375,3.180736,48.83,0.053687,ANOMALY
0.264206,0.020168,0.263436,0.069398,0.887179,-0.59883,1.486008,2.513114,3.357899,48.83,0.05348,ANOMALY
0.278835,0.026331,0.277589,0.077055,1.072532,-0.609407,1.681939,2.93319,3.84648,48.83,0.05935,ANOMALY
0.265888,0.014517,0.265492,0.070486,0.889017,-0.591057,1.480075,2.401435,3.343576,48.83,0.052721,ANOMALY
0.283766,0.024079,0.282742,0.079943,1.062738,-0.651757,1.714496,3.030655,3.745127,48.83,0.06011,ANOMALY
0.268723,0.017484,0.268153,0.071906,0.823766,-0.632139,1.455905,2.488955,3.065488,48.83,0.054582,ANOMALY
0.263086,0.014718,0.262674,0.068998,0.871892,-0.615404,1.487296,2.372919,3.314091,48.83,0.053581,ANOMALY
0.278275,0.024409,0.277202,0.076841,1.050224,-0.585601,1.635825,2.87371,3.774052,48.83,0.05865,ANOMALY
0.276235,0.024338,0.275161,0.075713,1.020072,-0.646604,1.666676,2.813961,3.692766,48.83,0.058316,ANOMALY
0.276202,0.020846,0.275415,0.075853,1.02062,-0.639906,1.660527,2.720135,3.695188,48.83,0.055918,ANOMALY
0.268583,0.017453,0.268016,0.071832,0.80436,-0.633681,1.43804,2.47301,2.994823,48.83,0.054447,ANOMALY
0.275932,0.023186,0.274956,0.075601,1.094934,-0.595296,1.690231,2.837954,3.968132,48.83,0.056888,ANOMALY
0.279816,0.025925,0.278613,0.077625,1.026749,-0.654937,1.681686,2.87857,3.669369,48.83,0.06195,ANOMALY
0.267938,0.019251,0.267245,0.07142,0.928197,-0.63053,1.558727,2.464129,3.464224,48.83,0.054099,ANOMALY
0.267786,0.014323,0.267403,0.071504,0.890982,-0.664795,1.555777,2.434465,3.327216,48.83,0.055311,ANOMALY
0.282115,0.026629,0.280856,0.07888,1.159829,-0.59375,1.753579,3.189234,4.11119,48.83,0.058793,ANOMALY
0.271299,0.018208,0.270687,0.073271,0.998548,-0.616294,1.614841,2.620358,3.680623,48.83,0.054655,ANOMALY
0.272149,0.021826,0.271273,0.073589,1.001711,-0.667144,1.668855,2.692493,3.68074,48.83,0.055589,ANOMALY
0.26382,0.016629,0.263296,0.069325,0.863999,-0.627025,1.491023,2.457956,3.274951,48.83,0.053428,ANOMALY
0.283784,0.026672,0.282528,0.079822,1.072755,-0.622717,1.695472,3.023792,3.780179,48.83,0.059861,ANOMALY
0.268766,0.018113,0.268155,0.071907,0.85937,-0.62622,1.48559,2.42812,3.197464,48.83,0.054382,ANOMALY
0.274264,0.021206,0.273443,0.074771,0.999268,-0.619899,1.619167,2.579757,3.643451,48.83,0.058353,ANOMALY
0.283192,0.027448,0.281859,0.079444,1.103333,-0.593018,1.696351,2.989627,3.89606,48.83,0.059233,ANOMALY
0.27601,0.024013,0.274964,0.075605,1.038899,-0.653424,1.692323,2.719086,3.76399,48.83,0.057299,ANOMALY
0.26923,0.018247,0.268611,0.072152,0.931343,-0.597801,1.529143,2.67255,3.459285,48.83,0.054202,ANOMALY
0.272055,0.021534,0.271202,0.07355,1.039659,-0.617754,1.657413,2.672661,3.821498,48.83,0.054579,ANOMALY
0.265218,0.015739,0.264751,0.070093,0.866917,-0.639082,1.505999,2.369933,3.268694,48.83,0.054413,ANOMALY
0.27095,0.017953,0.270355,0.073092,0.929755,-0.720981,1.650737,2.510622,3.431464,48.83,0.056392,ANOMALY
0.278898,0.025896,0.277693,0.077113,0.972038,-0.63703,1.609069,2.756463,3.485283,48.83,0.059578,ANOMALY
0.279904,0.023932,0.278879,0.077774,1.029572,-0.606411,1.635983,2.917527,3.678305,48.83,0.059243,ANOMALY
0.266721,0.015593,0.266265,0.070897,0.96887,-0.611334,1.580204,2.497696,3.632515,48.83,0.052928,ANOMALY
0.281337,0.02643,0.280093,0.078452,1.09538,-0.609108,1.704488,2.907639,3.893477,48.83,0.060297,ANOMALY
0.27189,0.022245,0.270979,0.073429,0.977184,-0.636511,1.613695,2.517973,3.594041,48.83,0.054573,ANOMALY
0.284899,0.028153,0.283505,0.080375,1.122399,-0.638252,1.760651,2.960087,3.939637,48.83,0.060357,ANOMALY
0.276078,0.02542,0.274905,0.075573,0.993543,-0.662,1.655544,2.601259,3.598776,48.83,0.057556,ANOMALY
0.272504,0.022436,0.271578,0.073755,1.04311,-0.590921,1.634031,2.711046,3.827875,48.83,0.055071,ANOMALY
0.266792,0.019844,0.266053,0.070784,0.858026,-0.63957,1.497596,2.431943,3.21608,48.83,0.05561,ANOMALY
0.269033,0.020093,0.268281,0.071975,0.954851,-0.594903,1.549754,2.585976,3.5492,48.83,0.05607,ANOMALY
0.280903,0.026791,0.279622,0.078188,1.067171,-0.637679,1.70485,3.007752,3.799079,48.83,0.05893,ANOMALY
0.284066,0.027554,0.282727,0.079934,1.127172,-0.650283,1.777456,3.138564,3.967993,48.83,0.060627,ANOMALY
0.270038,0.017707,0.269457,0.072607,0.98384,-0.639725,1.623565,2.653802,3.64334,48.83,0.054381,ANOMALY
0.265743,0.01667,0.265219,0.070341,0.797113,-0.670111,1.467224,2.383588,2.999568,48.83,0.054478,ANOMALY
0.271074,0.016136,0.270593,0.073221,0.986266,-0.653784,1.64005,2.592874,3.638366,48.83,0.054519,ANOMALY
0.281145,0.028133,0.279734,0.078251,1.133487,-0.608529,1.742016,2.91874,4.031674,48.83,0.058329,ANOMALY
0.286359,0.02649,0.285131,0.0813,1.072959,-0.657233,1.730193,2.964967,3.746901,48.83,0.060826,ANOMALY
0.278285,0.024846,0.277174,0.076825,0.98247,-0.629428,1.611898,2.910336,3.530444,48.83,0.056959,ANOMALY
0.271222,0.017497,0.270657,0.073255,0.882456,-0.615968,1.498424,2.515427,3.253628,48.83,0.054976,ANOMALY
0.269235,0.020005,0.268491,0.072087,0.843423,-0.628458,1.471881,2.475633,3.132662,48.83,0.05497,ANOMALY
0.267694,0.017864,0.267097,0.071341,0.898536,-0.591171,1.489707,2.45895,3.356579,48.83,0.054687,ANOMALY
0.275556,0.022086,0.27467,0.075443,1.046006,-0.707823,1.75383,2.75892,3.795979,48.83,0.055563,ANOMALY
0.278827,0.025258,0.277681,0.077106,0.978453,-0.636264,1.614717,2.720255,3.509178,48.83,0.056724,ANOMALY
0.264424,0.01488,0.264005,0.069699,0.705927,-0.62821,1.334137,2.338854,2.669676,48.83,0.053378,ANOMALY
0.285163,0.027745,0.28381,0.080548,1.074262,-0.693205,1.767467,3.132614,3.767183,48.83,0.06185,ANOMALY
0.278698,0.028846,0.277201,0.07684,1.084903,-0.610869,1.695772,2.770252,3.892758,48.83,0.059597,ANOMALY
0.26601,0.016034,0.265526,0.070504,0.867544,-0.611248,1.478791,2.356444,3.261322,48.83,0.054125,ANOMALY
0.271572,0.023733,0.270533,0.073188,0.990551,-0.616668,1.607219,2.749623,3.647471,48.83,0.054351,ANOMALY
0.277571,0.019367,0.276895,0.076671,1.045412,-0.625761,1.671174,2.84979,3.766283,48.83,0.059806,ANOMALY
0.283073,0.026813,0.2818,0.079411,1.178503,-0.623964,1.802467,3.003761,4.163248,48.83,0.060666,ANOMALY
0.26544,0.018975,0.264761,0.070098,0.922486,-0.576982,1.499468,2.511282,3.475308,48.83,0.051767,ANOMALY
0.283763,0.026438,0.282529,0.079822,1.198917,-0.691484,1.890401,3.087712,4.225066,48.83,0.059638,ANOMALY
0.282426,0.027119,0.281121,0.079029,1.04479,-0.62794,1.67273,2.906062,3.699337,48.83,0.058084,ANOMALY
0.283621,0.024688,0.282544,0.079831,1.078855,-0.59433,1.673184,2.939716,3.803863,48.83,0.059429,ANOMALY
0.276466,0.021473,0.275631,0.075972,1.093755,-0.637382,1.731137,2.764376,3.956203,48.83,0.057574,ANOMALY
0.26997,0.025755,0.268739,0.072221,0.97998,-0.632882,1.612863,2.587299,3.629956,48.83,0.053974,ANOMALY
0.283519,0.027486,0.282184,0.079628,1.037182,-0.659522,1.696704,2.990546,3.658241,48.83,0.058903,ANOMALY
0.274858,0.021895,0.273985,0.075068,1.027332,-0.623825,1.651156,2.682736,3.73768,48.83,0.05752,ANOMALY
0.274062,0.01875,0.27342,0.074758,1.001381,-0.621548,1.622929,2.60338,3.65385,48.83,0.05514,ANOMALY
0.277785,0.021729,0.276934,0.076692,1.10462,-0.61644,1.72106,3.001629,3.976529,48.83,0.055477,ANOMALY
0.265466,0.016521,0.264951,0.070199,0.845329,-0.654323,1.499652,2.446717,3.184325,48.83,0.05444,ANOMALY
0.284406,0.029742,0.282847,0.080002,1.118626,-0.607356,1.725981,2.99451,3.9332,48.83,0.060283,ANOMALY
0.271108,0.019137,0.270432,0.073133,0.904373,-0.614428,1.518802,2.494166,3.335839,48.83,0.055797,ANOMALY
0.27377,0.019146,0.273099,0.074583,0.990548,-0.604454,1.595002,2.633837,3.618182,48.83,0.056787,ANOMALY
0.278252,0.027965,0.276843,0.076642,0.980527,-0.587292,1.567818,2.687151,3.523878,48.83,0.058459,ANOMALY
0.271152,0.02259,0.27021,0.073013,0.914924,-0.659954,1.574878,2.667443,3.374207,48.83,0.05497,ANOMALY
0.28802,0.030496,0.286401,0.082026,1.121405,-0.638665,1.76007,3.132002,3.893497,48.83,0.062104,ANOMALY
0.265751,0.019952,0.265001,0.070226,0.872527,-0.609501,1.482028,2.403667,3.283243,48.83,0.053682,ANOMALY
